Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Direction
yfdQ,b2360,2474032,2474856,CPS-53 (KpLE1) prophage; DUF2303 domain-containing protein YfdQ,+
yghF,b2970,3112054,3113049,putative type II secretion system C-type protein YghF,-
hyaF,b0977,1036749,1037606,protein HyaF,+
yafU,b0218,238746,239084,putative inner membrane protein,-
rpsM,b3298,3442115,3442471,30S ribosomal subunit protein S13,-
scpB,b2919,3063993,3064778,methylmalonyl-CoA decarboxylase,+
acpP,b1094,1151615,1151851,octanoyl-ACP // lipoyl-ACP // <i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-ACP // <i>trans</i>-&Delta;<sup>2</sup>-cis-&Delta;<sup>5</sup>-dodecenoyl-ACP // succinyl-ACP // <i>cis</i>-&Delta;<SUP>3</SUP>-decenoyl-ACP // 3-oxo-<i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-ACP // (3<i>R</i>)-hydroxy <i>cis</i> &Delta;<sup>5</sup>-dodecenoyl-ACP // (3<i>R</i>)-3-hydroxybutanoyl-ACP // <i>trans</i> oct-2-enoyl-ACP // <i>trans</i>-but-2-enoyl-ACP // (3<i>R</i>)-3-hydroxyoctanoyl-ACP // <i>trans</i>-hexadec-2-enoyl-ACP // holo-[acyl-carrier protein] // acyl carrier protein,+
mepK,b0926,983075,983623,"peptidoglycan L,D-endopeptidase",+
ynfT,b4748,1632890,1633003,Qin prophage; protein YnfT,+
sodC,b1646,1724134,1724655,superoxide dismutase (Cu-Zn),-
yhaB,b3120,3267854,3268393,protein YhaB,+
glvC,b3683,3862497,3863603,putative PTS enzyme II component GlvC,-
mcrB,b4346,4577958,4579337,McrB<sub>S</sub> // Type IV methyl-directed restriction enzyme EcoKMcrB subunit,-
aldB,b3588,3754973,3756511,aldehyde dehydrogenase B,-
panC,b0133,147944,148795,pantothenate synthetase,-
timP,b4812,2654001,2654126,putative toxic protein TimP,+
yeeR,b2001,2074779,2076311,CP4-44 prophage; inner membrane protein YeeR,+
fdhE,b3891,4080299,4081228,formate dehydrogenase formation protein,-
proY,b0402,420986,422359,putative transporter ProY,+
yibW,b4651,3768892,3769256,,+
rpmE,b3936,4127013,4127225,50S ribosomal subunit protein L31,+
ampC,b4150,4377811,4378944,&beta;-lactamase,-
mgtS,b4599,1622646,1622741,small protein MgtS,+
ybiA,b0798,832468,832950,<i>N</i>-glycosidase YbiA,-
ygjQ,b3086,3236540,3237232,DUF218 domain-containing protein YgjQ,+
topA,b1274,1331048,1333645,DNA topoisomerase 1,+
ydhU,b1670,1749563,1750348,putative cytochrome YdhU,-
lacZ,b0344,363231,366305,&beta;-galactosidase,-
xseB,b0422,441101,441343,exodeoxyribonuclease VII subunit XseB,-
lptB,b3201,3343944,3344669,lipopolysaccharide transport system ATP binding protein LptB,+
ygjK,b3080,3228888,3231239,glycoside hydrolase,+
ytiC,b4720,4556574,4556675,protein YtiC,+
gltV,b4008,4209774,4209849,tRNA-Glu(UUC),+
trpE,b1264,1321384,1322946,anthranilate synthase subunit TrpE,-
ackB,,,,,
gnsB,b1550,1637609,1637782,Qin prophage; protein GnsB,-
yiaT,b3584,3751128,3751868,outer membrane protein YiaT,-
hypB,b2727,2851001,2851873,hydrogenase isoenzymes nickel incorporation protein HypB,+
torS,b0993,1053434,1056178,sensor histidine kinase TorS,-
ykfL,b4627,266553,266774,,-
rplL,b3986,4180560,4180925,50S ribosomal subunit protein L7 // 50S ribosomal subunit protein L12,+
sgbH,b3581,3748577,3749239,3-keto-L-gulonate-6-phosphate decarboxylase SgbH,+
ccmA,b2201,2297021,2297644,cytochrome <i>c</i> maturation protein A,-
ispU,b0174,194903,195664,"<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]",+
ykiC,b4731,383960,384079,protein YkiC,+
bcp,b2480,2600478,2600948,thiol peroxidase,+
ybgA,b0707,739001,739510,DUF1722 domain-containing protein YbgA,+
ulaA,b4193,4419980,4421377,L-ascorbate specific PTS enzyme IIC component,+
uvrC,b1913,1992874,1994706,UvrABC excision nuclease subunit C,-
bglX,b2132,2219692,2221989,"&beta;-D-glucoside glucohydrolase, periplasmic",-
yoaK,b4676,1878773,1878871,uncharacterized membrane protein YoaK,+
ydaU,b1359,1421119,1421976,Rac prophage; DUF1376 domain-containing protein YdaU,+
fhlA,b2731,2854338,2856416,DNA-binding transcriptional activator FhlA,+
nuoA,b2288,2404629,2405072,NADH:quinone oxidoreductase subunit A,-
ybfG,b0691,715947,716597,PF10964 domain-containing protein YbfG,-
rpmA,b3185,3332862,3333119,50S ribosomal subunit protein L27,-
murC,b0091,100765,102240,UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase,+
folA,b0048,49823,50302,dihydrofolate reductase,+
ygdR,b2833,2971271,2971489,DUF903 domain-containing lipoprotein YgdR,+
ahpF,b0606,639753,641318,"alkyl hydroperoxide reductase, AhpF component",+
ydcK,b1428,1499469,1500449,putative acyltransferase YdcK,-
znuC,b1858,1942662,1943417,Zn<sup>2+</sup> ABC transporter ATP binding subunit,+
fucP,b2801,2934235,2935551,L-fucose:H+ symporter,+
nudJ,b1134,1193827,1194288,phosphatase NudJ,-
opgD,b1424,1496856,1498511,glucans biosynthesis protein D,+
trhO,b1055,1116807,1117859,tRNA U34 hydroxylase TrhO,+
trpB,b1261,1317222,1318415,tryptophan synthase subunit &beta;,-
ymfK,b1145,1202259,1202933,e14 prophage; putative repressor protein YmfK,-
ygdQ,b2832,2970420,2971133,PF03741 family inner membrane protein YgdQ,+
hycG,b2719,2843443,2844210,formate hydrogenlyase subunit HycG,-
pflC,b3952,4146258,4147136,putative pyruvate formate-lyase 2 activating enzyme PflC,+
pbl,b2854,2993939,2994441,transglycosylase domain-containing protein Pbl,+
rimP,b3170,3317554,3318006,ribosome maturation factor RimP,-
yfdE,b2371,2488023,2489168,acetyl-CoA:oxalate CoA-transferase,-
ccmE,b2197,2294901,2295380,periplasmic heme chaperone,-
dacD,b2010,2081381,2082547,D-alanyl-D-alanine carboxypeptidase DacD,-
ilvX,b4669,3950507,3950557,uncharacterized protein IlvX,+
cyuA,b4470,3255341,3256651,putative L-cysteine desulfidase CyuA,-
rodZ,b2516,2641831,2642844,cytoskeleton protein RodZ,-
agaV,b3133,3280217,3280690,<i>N</i>-acetyl-D-galactosamine specific PTS enzyme IIB component,+
yihU,b3882,4072675,4073571,3-sulfolactaldehyde reductase,-
coaA,b3974,4174076,4175026,pantothenate kinase,-
yaeI,b0164,184257,185069,phosphodiesterase YaeI,-
insH2,b0552,574737,575717,DLP12 prophage; IS<i>5</i> transposase and trans-activator,-
nuoF,b2284,2400218,2401555,NADH:quinone oxidoreductase subunit F,-
zraS,b4003,4201926,4203323,ZraS-<i>N</i>-phospho-L-histidine // sensor histidine kinase ZraS,+
ygaZ,b2682,2809617,2810354,"L-valine exporter, YgaZ component",+
stfE,b1157,1209119,1209655,e14 prophage; putative side tail fiber protein fragment,-
rpmB,b3637,3811438,3811674,50S ribosomal subunit protein L28,-
mraY,b0087,96002,97084,phospho-N-acetylmuramoyl-pentapeptide-transferase,+
purU,b1232,1287782,1288624,formyltetrahydrofolate deformylase,-
gstB,b0838,879854,880480,glutathione <i>S</i>-transferase GstB,-
yfgM,b2513,2638663,2639283,ancillary SecYEG translocon subunit,-
dnaT,b4362,4600978,4601517,primosomal protein DnaT,-
pphB,b2734,2859760,2860416,phosphoprotein phosphatase 2,+
ycgZ,b1164,1215789,1216025,putative two-component system connector protein YcgZ,+
ddpD,b1484,1558031,1559017,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD",-
chbC,b1737,1819856,1821214,"<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIC component",-
yihX,b3885,4075553,4076152,&alpha;-D-glucose-1-phosphate phosphatase YihX,+
yhhL,b3466,3604979,3605248,DUF1145 domain-containing protein YhhL,+
asnW,b1984,2058027,2058102,tRNA-Asn(GUU),-
mtr,b3161,3304573,3305817,tryptophan:H<sup>+</sup> symporter Mtr,-
sraF,b4448,3238374,3238561,,+
ylcH,b4588,572368,572469,DLP12 prophage; uncharacterized protein YlcH,+
yeiP,b2171,2265450,2266022,elongation factor P-like protein YeiP,+
ldhA,b1380,1441854,1442843,D-lactate dehydrogenase,-
narX,b1222,1275822,1277618,sensor histidine kinase NarX,-
aaaD,b4634,581354,581662,DLP12 prophage; protein AaaD,+
rplI,b4203,4426108,4426557,50S ribosomal subunit protein L9,+
cobU,b1993,2065219,2065764,cobinamide-P guanylyltransferase / cobinamide kinase,-
metL,b3940,4129835,4132267,fused aspartate kinase/homoserine dehydrogenase 2,+
yceJ,b1057,1118480,1119046,putative cytochrome b561 YceJ,-
scpA,b2917,3060850,3062994,methylmalonyl-CoA mutase,+
yciX,b4523,1335291,1335458,uncharacterized protein YciX,+
yfgD,b2495,2617578,2617937,putative oxidoreductase YfgD,+
elaB,b2266,2380722,2381027,tail-anchored inner membrane protein ElaB,-
yadI,b0129,144577,145017,putative PTS enzyme IIA component YadI,+
gabP,b2663,2794253,2795653,4-aminobutanoate:H<sup>+</sup> symporter,+
yjcH,b4068,4284899,4285213,DUF485 domain-containing inner membrane protein YjcH,-
ompX,b0814,850450,850965,outer membrane protein X,+
hycD,b2722,2846489,2847412,formate hydrogenlyase subunit HycD,-
hyaC,b0974,1035066,1035773,hydrogenase 1 cytochrome <i>b</i> subunit,+
ysaC,b4648,3750813,3750914,,-
raiA,b2597,2737154,2737495,ribosome-associated inhibitor A,+
btuR,b1270,1327767,1328357,cobinamide/cobalamin adenosyltransferase,-
folC,b2315,2431674,2432942,bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase,-
yoaE,b1816,1900029,1901585,TerC family inner membrane protein YoaE,-
pxpB,b0711,743593,744249,5-oxoprolinase component B,+
rsxB,b1628,1706348,1706926,SoxR [2Fe-2S] reducing system protein RsxB,+
ybjH,b0843,884946,885230,uncharacterized protein YbjH,-
araA,b0062,66835,68337,L-arabinose isomerase,-
sdaC,b2796,2928229,2929518,L-serine:H+ symporter SdaC,+
tcyN,b1917,1997062,1997814,cystine ABC transporter ATP binding subunit,-
nudI,b2251,2364554,2364979,pyrimidine deoxynucleotide diphosphatase NudI,+
yddE,b1464,1534965,1535858,PF02567 family protein YddE,-
tyrT,b1231,1287538,1287622,tRNA-Tyr(GUA),-
trpR,b4393,4632760,4633086,DNA-binding transcriptional repressor TrpR,+
tfaE,b1156,1208517,1209119,e14 prophage; putative tail fiber assembly protein TfaE,-
yfgJ,b2510,2635599,2635814,zinc ribbon domain-containing protein YfgJ,-
ttdA,b3061,3206463,3207374,L(+)-tartrate dehydratase subunit &alpha;,+
dmsA,b0894,940959,943403,dimethyl sulfoxide reductase subunit A,+
yrhC,b4552,3623887,3624132,,+
rpsG,b3341,3473542,3474081,30S ribosomal subunit protein S7,-
thrA,b0002,337,2799,fused aspartate kinase/homoserine dehydrogenase 1,+
cobC,b0638,669296,669907,putative adenosylcobalamin phosphatase/&alpha;-ribazole phosphatase,-
tam,b1519,1607346,1608104,<i>trans</i>-aconitate 2-methyltransferase,+
yjgH,b4248,4472814,4473209,RutC family protein YjgH,-
yiiM,b3910,4102822,4103496,6-hydroxyaminopurine reductase,+
ydiK,b1688,1769074,1770186,putative transporter YdiK,+
sgcC,b4304,4528930,4530243,putative PTS enzyme IIC component SgcC,-
serA,b2913,3057178,3058410,phosphoglycerate dehydrogenase,-
srlA,b2702,2825832,2826395,sorbitol-specific PTS enzyme IIC<sub>2</sub> component,+
dfp,b3639,3812731,3813951,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase,+
smf,b4473,3432436,3433560,protein Smf,-
yfjY,b2644,2776386,2776868,CP4-57 prophage; RadC-like JAB domain-containing protein YfjY,+
hybO,b2997,3145143,3146261,hydrogenase 2 small subunit,-
hycA,b2725,2849974,2850435,regulator of the transcriptional regulator FhlA,-
glvG,b4556,3861173,3861987,,-
rplW,b3318,3451382,3451684,50S ribosomal subunit protein L23,-
mlaD,b3193,3337910,3338461,"intermembrane phospholipid transport system, substrate binding protein MlaD",-
cobS,b1992,2064479,2065222,cobalamin 5'-phosphate synthase,-
folM,b1606,1680976,1681698,dihydromonapterin reductase,+
sodA,b3908,4100810,4101430,superoxide dismutase (Mn),+
yncE,b1452,1523307,1524368,PQQ-like domain-containing protein YncE,+
holE,b1842,1925108,1925338,DNA polymerase III subunit &theta;,+
cutA,b4137,4365018,4365356,copper binding protein CutA,-
ykgE,b0306,321608,322327,putative lactate utilization oxidoreductase YkgE,+
serB,b4388,4624895,4625863,phosphoserine phosphatase,+
frlB,b3371,3501268,3502290,fructoselysine 6-phosphate deglycase,+
ugpC,b3450,3588110,3589180,<i>sn</i>-glycerol 3-phosphate ABC transporter ATP binding subunit,-
hcr,b0872,911182,912150,NADH oxidoreductase,-
ytfJ,b4216,4438708,4439262,PF09695 family protein YtfJ,-
pheU,b4134,4362551,4362626,tRNA-Phe(GAA),-
trpC,b1262,1318427,1319788,fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,-
b4250,b4250,4474227,4474391,,+
yfjH,b2623,2757644,2758600,CP4-57 prophage; uncharacterized protein YfjH,-
yibI,b3598,3771382,3771744,DUF3302 domain-containing protein YibI,-
pykA,b1854,1937649,1939091,pyruvate kinase 2,+
menE,b2260,2373648,2375003,<i>o</i>-succinylbenzoate&mdash;CoA ligase,-
yfdL,b2355,2471544,2472062,CPS-53 (KpLE1) prophage; putative uncharacterized protein YfdL,-
rpsD,b3296,3441055,3441675,30S ribosomal subunit protein S4,-
cobT,b1991,2063388,2064467,nicotinate-nucleotide&mdash;dimethylbenzimidazole phosphoribosyltransferase,-
asd,b3433,3573775,3574878,aspartate-semialdehyde dehydrogenase,-
insH8,b2192,2289065,2290045,IS<i>5</i> transposase and trans-activator,-
pntB,b1602,1674972,1676360,pyridine nucleotide transhydrogenase subunit &beta;,-
yhcF,b3219,3366926,3367642,DUF1120 domain-containing protein YhcF,+
cmtB,b2934,3078887,3079330,mannitol-specific PTS enzyme IIA component CmtB,-
ycgV,b1202,1253085,1255952,putative autotransporter adhesin YcgV,-
hchA,b1967,2035835,2036686,protein/nucleic acid deglycase 1,+
serC,b0907,957653,958741,phosphoserine/phosphohydroxythreonine aminotransferase,+
gatZ,b2095,2175059,2176321,"putative tagatose-1,6-bisphosphate aldolase 2 chaperone",-
argK,b2918,3062987,3063982,methylmalonyl-CoA mutase-interacting GTPase YgfD,+
yfdN,b2357,2472387,2472881,CPS-53 (KpLE1) prophage; uncharacterized protein YfdN,-
hycH,b2718,2843036,2843446,formate hydrogenlyase assembly protein,-
napF,b2208,2303003,2303497,ferredoxin-type protein,-
ybfL,b0705,736900,737961,putative transposase YbfL,+
rplS,b2606,2744183,2744530,50S ribosomal subunit protein L19,-
pdxY,b1636,1715026,1715889,pyridoxal kinase 2,-
thyA,b2827,2964361,2965155,thymidylate synthase,-
yccF,b0961,1023902,1024348,PF03733 family inner membrane protein YccF,-
paoB,b0285,300931,301887,"aldehyde dehydrogenase, FAD-binding subunit",-
waaH,b3615,3789047,3790081,UDP-glucuronate:LPS(HepIII) glycosyltransferase,-
ythB,b4802,4536597,4536695,protein YthB,+
hisG,b2019,2090192,2091091,ATP phosphoribosyltransferase,+
paaB,b1389,1454868,1455155,"phenylacetyl-CoA 1,2-epoxidase subunit B",+
fecE,b4287,4510690,4511457,ferric citrate ABC transporter ATP binding subunit,-
adeD,b3665,3843964,3845730,adenine deaminase,+
yhfY,b3382,3511060,3511422,PRD domain-containing protein YhfY,-
leuP,b4369,4606200,4606286,tRNA-Leu(CAG),-
tnaB,b3709,3890236,3891483,tryptophan:H+ symporter TnaB,+
tfaQ,b1546,1634310,1634885,Qin prophage; putative tail fiber assembly protein TfaQ,-
elaA,b2267,2381082,2381543,putative acetyltransferase ElaA,-
adhE,b1241,1295446,1298121,fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE,-
fdhD,b3895,4086016,4086849,sulfurtransferase for molybdenum cofactor sulfuration,+
ykfN,b4626,263150,263212,YdiA family protein,-
rpsQ,b3311,3448314,3448568,30S ribosomal subunit protein S17,-
lysC,b4024,4231884,4233233,aspartate kinase III,-
pdxK,b2418,2536386,2537237,pyridoxine/pyridoxal/pyridoxamine kinase,-
insF4,b1026,1094275,1095141,IS3 element protein InsF,-
kptA,b4331,4560930,4561484,RNA 2'-phosphotransferase,+
ygbE,b2749,2873014,2873337,DUF3561 domain-containing inner membrane protein YgbE,-
nnr,b4167,4394066,4395613,NAD(P)HX epimerase / NAD(P)HX dehydratase,+
ybgS,b0753,784937,785317,PF13985 family protein YbgS,-
ulaB,b4194,4421393,4421698,L-ascorbate specific PTS enzyme IIB component,+
hisC,b2021,2092398,2093468,histidinol-phosphate aminotransferase,+
srlR,b2707,2829047,2829820,DNA-binding transcriptional repressor SrlR,+
panD,b0131,146314,146694,PanD &beta; cleavage product // PanD &alpha; cleavage product // aspartate 1-decarboxylase proenzyme,-
yigA,b3810,3995583,3996290,DUF484 domain-containing protein YigA,+
ymfH,b1142,1201069,1201380,e14 prophage; putative protein YmfH,-
hycE,b2721,2844762,2846471,formate hydrogenlyase subunit HycE,-
hypF,b2712,2835173,2837425,carbamoyl--[HypE] ligase,-
psaA,b4645,2777972,2777985,,+
rpsA,b0911,961995,963668,30S ribosomal subunit protein S1,+
letA,b1833,1916258,1917541,intermembrane transport protein LetA,+
pdxH,b1638,1717351,1718007,pyridoxine/pyridoxamine 5'-phosphate oxidase,-
tsx,b0411,431129,432013,nucleoside-specific channel-forming protein Tsx,-
folD,b0529,556875,557741,bifunctional methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase,-
katG,b3942,4133835,4136015,catalase/hydroperoxidase HPI,+
yajQ,b0426,444683,445174,nucleotide binding protein YajQ,+
recQ,b3822,4005864,4007693,ATP-dependent DNA helicase RecQ,+
hisM,b2307,2424517,2425233,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM",-
b3254,b3254,3404516,3404617,,-
yqgH,b4785,3109317,3109400,protein YqgH,-
hisL,b2018,2089996,2090046,<i>his</i> operon leader peptide,+
bglA,b2901,3043662,3045101,6-phospho-&beta;-glucosidase A,+
ycjV,b1318,1380821,1381789,putative ABC transporter ATP-binding protein YcjV,+
preT,b2146,2234033,2235271,dihydropyrimidine dehydrogenase (NAD<sup>+</sup>) subunit PreT,+
yraJ,b3144,3288814,3291330,putative fimbrial usher protein YraJ,+
glnX,b0664,696430,696504,tRNA-Gln(CUG),-
trpL,b1265,1323038,1323082,<i>trp</i> operon leader peptide,-
b1354,b1354,1419168,1419344,,+
ybcO,b0549,573084,573374,DLP12 prophage; putative nuclease YbcO,+
yigZ,b3848,4032492,4033106,IMPACT family member YigZ,+
ttdB,b3062,3207371,3207976,L(+)-tartrate dehydratase subunit &beta;,+
narL,b1221,1275179,1275829,DNA-binding transcriptional dual regulator NarL-phosphorylated // DNA-binding transcriptional dual regulator NarL,-
peaD,b4508,566376,566687,,+
rplP,b3313,3448759,3449169,50S ribosomal subunit protein L16,-
citE,b0616,649582,650490,citrate lyase &beta; subunit,-
insA3,b0275,291071,291346,IS1 protein InsA,-
nanK,b3222,3369475,3370350,<i>N</i>-acetylmannosamine kinase,-
yghG,b2971,3113067,3113477,lipoprotein YghG,-
pmrD,b2259,2373272,2373538,signal transduction protein PmrD,-
yjdP,b4487,4313868,4314197,protein YjdP,+
marB,b1532,1619989,1620207,multiple antibiotic resistance protein MarB,+
hisH,b2023,2094535,2095125,imidazole glycerol phosphate synthase subunit HisH,+
ptsG,b1101,1157869,1159302,EIIBC<sup>glc</sup> - phosphorylated // glucose-specific PTS enzyme IIBC component,+
yciE,b1257,1314718,1315224,DUF892 domain-containing protein YciE,-
rzoD,b4510,578327,578509,DLP12 prophage; putative prophage lysis lipoprotein RzoD,+
ygeG,b2851,2991268,2991759,TPR repeat-containing putative chaperone YgeG,+
hycB,b2724,2849238,2849849,formate hydrogenlyase subunit HycB,-
glpT,b2240,2351016,2352374,sn-glycerol 3-phosphate:phosphate antiporter,-
ydfE,b1577,1650078,1650998,Qin prophage; protein YdfE,+
deaD,b3162,3305971,3307860,ATP-dependent RNA helicase DeaD,-
nanE,b3223,3370347,3371036,probable <i>N</i>-acetylmannosamine-6-phosphate 2-epimerase,-
tolA,b0739,776342,777607,Tol-Pal system protein TolA,+
metF,b3941,4132616,4133506,"5,10-methylenetetrahydrofolate reductase",+
yrfJ,b4820,3490132,3490185,protein YrfJ,-
cynS,b0340,359489,359959,cyanase,+
yfdS,b2362,2475511,2475873,CPS-53 (KpLE1) prophage; protein YfdS,+
ybgV,b4768,754658,754690,protein YbgV,-
hisD,b2020,2091097,2092401,histidinal/histidinol dehydrogenase,+
proV,b2677,2804815,2806017,glycine betaine ABC transporter ATP binding subunit ProV,+
exuR,b3094,3246652,3247428,DNA-binding transcriptional repressor ExuR,+
ybdK,b0581,606265,607383,putative glutamate&mdash;cysteine ligase 2,-
ssnA,b2879,3019161,3020489,putative aminohydrolase SsnA,+
lysQ,b0749,781577,781652,tRNA-Lys(UUU),+
ralR,b1348,1413733,1413927,Rac prophage; endodeoxyribonuclease toxin RalR,-
yebV,b1836,1921780,1922016,DUF1480 domain-containing protein YebV,+
pykF,b1676,1755698,1757110,pyruvate kinase 1,+
hyfH,b2488,2610164,2610709,hydrogenase 4 component H,+
yjhE,b4282,4506861,4507109,KpLE2 phage-like element; putative membrane protein (pseudogene),+
