Gene_id,Genename,log2FoldChange(KANvsH2O),significant(KANvsH2O),KAN_avg_fpkm,H2O_avg_fpkm,biological_process,biological_process_description,cellular_component,cellular_component_description,molecular_function,molecular_function_description,KEGG AnnotInfo,KEGG url,Description,FPKM_Difference,Rank_FPKM,Rank_Log2FC,Effect_Size
b2902,ygfF,-1.6231,DOWN,22.777754661013265,46.2743767828025,GO:0044710//GO:0051186//GO:0008152//GO:0042398//GO:0016053//GO:0009987//GO:0044281//GO:0044271//GO:0044711//GO:0044283//GO:0044763//GO:0009108//GO:0008652//GO:0071704//GO:0044238//GO:0006760//GO:0009058//GO:1901360//GO:0009396//GO:1901362//GO:0044249//GO:0043603//GO:0034641//GO:0046394//GO:0019438//GO:0006807//GO:0043604//GO:0008150//GO:1901576//GO:0019752//GO:0051188//GO:0042559//GO:0018130//GO:0006732//GO:1901564//GO:0006575//GO:0006520//GO:0044237//GO:0046483//GO:0044699//GO:1901566//GO:0043436//GO:0006082//GO:0055114//GO:1901605//GO:1901607//GO:0006725//GO:0042558,single-organism metabolic process//cofactor metabolic process//metabolic process//cellular modified amino acid biosynthetic process//organic acid biosynthetic process//cellular process//small molecule metabolic process//cellular nitrogen compound biosynthetic process//single-organism biosynthetic process//small molecule biosynthetic process//single-organism cellular process//coenzyme biosynthetic process//cellular amino acid biosynthetic process//organic substance metabolic process//primary metabolic process//folic acid-containing compound metabolic process//biosynthetic process//organic cyclic compound metabolic process//folic acid-containing compound biosynthetic process//organic cyclic compound biosynthetic process//cellular biosynthetic process//cellular amide metabolic process//cellular nitrogen compound metabolic process//carboxylic acid biosynthetic process//aromatic compound biosynthetic process//nitrogen compound metabolic process//amide biosynthetic process//biological_process//organic substance biosynthetic process//carboxylic acid metabolic process//cofactor biosynthetic process//pteridine-containing compound biosynthetic process//heterocycle biosynthetic process//coenzyme metabolic process//organonitrogen compound metabolic process//cellular modified amino acid metabolic process//cellular amino acid metabolic process//cellular metabolic process//heterocycle metabolic process//single-organism process//organonitrogen compound biosynthetic process//oxoacid metabolic process//organic acid metabolic process//oxidation-reduction process//alpha-amino acid metabolic process//alpha-amino acid biosynthetic process//cellular aromatic compound metabolic process//pteridine-containing compound metabolic process,--,--,GO:0003674//GO:0003824//GO:0050662//GO:0016645//GO:0048037//GO:0016491//GO:0004488//GO:0005488//GO:0016646,"molecular_function//catalytic activity//coenzyme binding//oxidoreductase activity, acting on the CH-NH group of donors//cofactor binding//oxidoreductase activity//methylenetetrahydrofolate dehydrogenase (NADP+) activity//binding//oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",no KO assigned | (RefSeq) ygfF; putative NAD(P)-dependent oxidoreductase,http://www.genome.jp/dbget-bin/www_bget?eco:b2902,putative NAD(P)-dependent oxidoreductase,-23.496622121789233,1346.0,744.0,2090.0
b0081,mraZ,-0.4302,DOWN,339.5627111407717,301.5991462882416,--,--,--,--,--,--,K03925 MraZ protein | (RefSeq) mraZ; RsmH methytransferase inhibitor,http://www.genome.jp/dbget-bin/www_bget?eco:b0081,RsmH methytransferase inhibitor,37.963564852530055,509.0,1582.0,2091.0
b1250,kch,-1.4276,DOWN,34.30006673128796,60.04061832901717,GO:0008152//GO:0046156//GO:0044710//GO:0019354//GO:0051186//GO:0006778//GO:0042168//GO:0044711//GO:0044271//GO:0044765//GO:0044763//GO:0030001//GO:0033014//GO:0033013//GO:1902578//GO:0009987//GO:0006813//GO:1901360//GO:0055085//GO:1901362//GO:0046148//GO:0071704//GO:0009058//GO:0015672//GO:0034641//GO:0019438//GO:0044249//GO:0006811//GO:0006783//GO:0051179//GO:0051234//GO:0006807//GO:0006810//GO:0008150//GO:1901576//GO:1901564//GO:0018130//GO:0051188//GO:0044699//GO:0046483//GO:0044237//GO:0006812//GO:0006725//GO:0055114//GO:0006779//GO:0042440//GO:1901566,metabolic process//siroheme metabolic process//single-organism metabolic process//siroheme biosynthetic process//cofactor metabolic process//porphyrin-containing compound metabolic process//heme metabolic process//single-organism biosynthetic process//cellular nitrogen compound biosynthetic process//single-organism transport//single-organism cellular process//metal ion transport//tetrapyrrole biosynthetic process//tetrapyrrole metabolic process//single-organism localization//cellular process//potassium ion transport//organic cyclic compound metabolic process//transmembrane transport//organic cyclic compound biosynthetic process//pigment biosynthetic process//organic substance metabolic process//biosynthetic process//monovalent inorganic cation transport//cellular nitrogen compound metabolic process//aromatic compound biosynthetic process//cellular biosynthetic process//ion transport//heme biosynthetic process//localization//establishment of localization//nitrogen compound metabolic process//transport//biological_process//organic substance biosynthetic process//organonitrogen compound metabolic process//heterocycle biosynthetic process//cofactor biosynthetic process//single-organism process//heterocycle metabolic process//cellular metabolic process//cation transport//cellular aromatic compound metabolic process//oxidation-reduction process//porphyrin-containing compound biosynthetic process//pigment metabolic process//organonitrogen compound biosynthetic process,GO:0016020//GO:0016021//GO:0031224//GO:0005575//GO:0044425,membrane//integral component of membrane//intrinsic component of membrane//cellular_component//membrane part,GO:0043115//GO:0015267//GO:0022857//GO:0016628//GO:0003824//GO:0003674//GO:0016627//GO:0015276//GO:0022838//GO:0015079//GO:0046873//GO:0022891//GO:0016491//GO:0022803//GO:0022834//GO:0022892//GO:0008324//GO:0005267//GO:0005215//GO:0005261//GO:0022843//GO:0022832//GO:0005244//GO:0005249//GO:0015077//GO:0015075//GO:0005216//GO:0005242//GO:0022890//GO:0022836,"precorrin-2 dehydrogenase activity//channel activity//transmembrane transporter activity//oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor//catalytic activity//molecular_function//oxidoreductase activity, acting on the CH-CH group of donors//ligand-gated ion channel activity//substrate-specific channel activity//potassium ion transmembrane transporter activity//metal ion transmembrane transporter activity//substrate-specific transmembrane transporter activity//oxidoreductase activity//passive transmembrane transporter activity//ligand-gated channel activity//substrate-specific transporter activity//cation transmembrane transporter activity//potassium channel activity//transporter activity//cation channel activity//voltage-gated cation channel activity//voltage-gated channel activity//voltage-gated ion channel activity//voltage-gated potassium channel activity//monovalent inorganic cation transmembrane transporter activity//ion transmembrane transporter activity//ion channel activity//inward rectifier potassium channel activity//inorganic cation transmembrane transporter activity//gated channel activity",K10716 voltage-gated potassium channel | (RefSeq) kch; voltage-gated potassium channel,http://www.genome.jp/dbget-bin/www_bget?eco:b1250,voltage-gated potassium channel,-25.74055159772921,1243.0,851.0,2094.0
b0827,moeA,-0.95994,DOWN,104.47299888614363,134.50080755131233,GO:1901360//GO:1901362//GO:0044238//GO:0071704//GO:0009058//GO:0044249//GO:0043545//GO:0044267//GO:0008152//GO:0051186//GO:0051189//GO:0090407//GO:0009987//GO:0019538//GO:0044260//GO:0044237//GO:0046483//GO:1901566//GO:0043170//GO:0006807//GO:0006793//GO:1901576//GO:0008150//GO:0019637//GO:0032324//GO:0018130//GO:1901564//GO:0006732//GO:0051188//GO:0006796,organic cyclic compound metabolic process//organic cyclic compound biosynthetic process//primary metabolic process//organic substance metabolic process//biosynthetic process//cellular biosynthetic process//molybdopterin cofactor metabolic process//cellular protein metabolic process//metabolic process//cofactor metabolic process//prosthetic group metabolic process//organophosphate biosynthetic process//cellular process//protein metabolic process//cellular macromolecule metabolic process//cellular metabolic process//heterocycle metabolic process//organonitrogen compound biosynthetic process//macromolecule metabolic process//nitrogen compound metabolic process//phosphorus metabolic process//organic substance biosynthetic process//biological_process//organophosphate metabolic process//molybdopterin cofactor biosynthetic process//heterocycle biosynthetic process//organonitrogen compound metabolic process//coenzyme metabolic process//cofactor biosynthetic process//phosphate-containing compound metabolic process,--,--,--,--,K03750 molybdopterin molybdotransferase [EC:2.10.1.1] | (RefSeq) moeA; molybdopterin molybdenumtransferase; molybdopterin biosynthesis protein,http://www.genome.jp/dbget-bin/www_bget?eco:b0827,molybdopterin molybdenumtransferase%3B molybdopterin biosynthesis protein,-30.027808665168706,894.0,1202.0,2096.0
b3997,hemE,-0.78002,DOWN,167.349126316467,189.74914307826398,GO:0044249//GO:0044267//GO:0033554//GO:0006289//GO:0044248//GO:0034641//GO:0019438//GO:0044257//GO:0044238//GO:0071704//GO:0006508//GO:0051603//GO:0009058//GO:1901360//GO:1901362//GO:1901575//GO:0033013//GO:0009987//GO:0006778//GO:0044271//GO:0090304//GO:0033014//GO:0044763//GO:0044710//GO:0051716//GO:0051186//GO:0008152//GO:0043161//GO:0006974//GO:0006779//GO:1901566//GO:0043170//GO:0009056//GO:0050896//GO:0006725//GO:0006281//GO:0044237//GO:0046483//GO:0044699//GO:0019538//GO:0044260//GO:0044265//GO:0051188//GO:0006950//GO:0019941//GO:0043632//GO:0006259//GO:0030163//GO:0018130//GO:1901564//GO:0009057//GO:0006807//GO:1901576//GO:0008150//GO:0006511//GO:0006139//GO:0010498,cellular biosynthetic process//cellular protein metabolic process//cellular response to stress//nucleotide-excision repair//cellular catabolic process//cellular nitrogen compound metabolic process//aromatic compound biosynthetic process//cellular protein catabolic process//primary metabolic process//organic substance metabolic process//proteolysis//proteolysis involved in cellular protein catabolic process//biosynthetic process//organic cyclic compound metabolic process//organic cyclic compound biosynthetic process//organic substance catabolic process//tetrapyrrole metabolic process//cellular process//porphyrin-containing compound metabolic process//cellular nitrogen compound biosynthetic process//nucleic acid metabolic process//tetrapyrrole biosynthetic process//single-organism cellular process//single-organism metabolic process//cellular response to stimulus//cofactor metabolic process//metabolic process//proteasome-mediated ubiquitin-dependent protein catabolic process//cellular response to DNA damage stimulus//porphyrin-containing compound biosynthetic process//organonitrogen compound biosynthetic process//macromolecule metabolic process//catabolic process//response to stimulus//cellular aromatic compound metabolic process//DNA repair//cellular metabolic process//heterocycle metabolic process//single-organism process//protein metabolic process//cellular macromolecule metabolic process//cellular macromolecule catabolic process//cofactor biosynthetic process//response to stress//modification-dependent protein catabolic process//modification-dependent macromolecule catabolic process//DNA metabolic process//protein catabolic process//heterocycle biosynthetic process//organonitrogen compound metabolic process//macromolecule catabolic process//nitrogen compound metabolic process//organic substance biosynthetic process//biological_process//ubiquitin-dependent protein catabolic process//nucleobase-containing compound metabolic process//proteasomal protein catabolic process,--,--,GO:1901363//GO:0003824//GO:0003674//GO:0003676//GO:0016830//GO:0003677//GO:0097159//GO:0005488//GO:0003684//GO:0016831//GO:0004853//GO:0016829,heterocyclic compound binding//catalytic activity//molecular_function//nucleic acid binding//carbon-carbon lyase activity//DNA binding//organic cyclic compound binding//binding//damaged DNA binding//carboxy-lyase activity//uroporphyrinogen decarboxylase activity//lyase activity,K01599 uroporphyrinogen decarboxylase [EC:4.1.1.37] | (RefSeq) hemE; uroporphyrinogen decarboxylase,http://www.genome.jp/dbget-bin/www_bget?eco:b3997,uroporphyrinogen decarboxylase,-22.40001676179699,747.0,1349.0,2096.0
b4140,fxsA,-0.51813,DOWN,281.39911392446334,263.46081120252137,--,--,GO:0016020//GO:0005575,membrane//cellular_component,--,--,K07113 UPF0716 protein FxsA | (RefSeq) fxsA; suppressor of F exclusion of phage T7,http://www.genome.jp/dbget-bin/www_bget?eco:b4140,suppressor of F exclusion of phage T7,17.938302721941966,570.0,1527.0,2097.0
b0093,ftsQ,-0.6673,DOWN,213.38481114310335,222.24544502317363,--,--,--,--,--,--,"K03589 cell division protein FtsQ | (RefSeq) ftsQ; divisome assembly protein, membrane anchored protein involved in growth of wall at septum",http://www.genome.jp/dbget-bin/www_bget?eco:b0093,divisome assembly protein%2C membrane anchored protein involved in growth of wall at septum,-8.860633880070282,670.0,1427.0,2097.0
b3280,yrdB,-1.1343,DOWN,71.2062040758971,102.48485471339497,--,--,--,--,--,--,no KO assigned | (RefSeq) yrdB; DUF1488 family protein,http://www.genome.jp/dbget-bin/www_bget?eco:b3280,DUF1488 family protein,-31.27865063749786,1022.0,1076.0,2098.0
b1973,zinT,-1.9677,DOWN,8.323433602712697,21.518081562100395,--,--,--,--,GO:0003674//GO:0046872//GO:0043167//GO:0005488//GO:0046914//GO:0008270//GO:0043169,molecular_function//metal ion binding//ion binding//binding//transition metal ion binding//zinc ion binding//cation binding,"no KO assigned | (RefSeq) zinT; zinc and cadmium binding protein, periplasmic",http://www.genome.jp/dbget-bin/www_bget?eco:b1973,zinc and cadmium binding protein%2C periplasmic,-13.194647959387698,1527.0,575.0,2102.0
b1610,tus,-1.649,DOWN,20.9099457485398,43.091706995831565,GO:0090304//GO:0034645//GO:0009059//GO:0009987//GO:0008152//GO:0034641//GO:0044249//GO:1901360//GO:0006260//GO:0071704//GO:0044238//GO:0009058//GO:0006259//GO:0006261//GO:0006274//GO:0006139//GO:0006807//GO:0008150//GO:1901576//GO:0006725//GO:0043170//GO:0044260//GO:0044237//GO:0046483,nucleic acid metabolic process//cellular macromolecule biosynthetic process//macromolecule biosynthetic process//cellular process//metabolic process//cellular nitrogen compound metabolic process//cellular biosynthetic process//organic cyclic compound metabolic process//DNA replication//organic substance metabolic process//primary metabolic process//biosynthetic process//DNA metabolic process//DNA-dependent DNA replication//DNA replication termination//nucleobase-containing compound metabolic process//nitrogen compound metabolic process//biological_process//organic substance biosynthetic process//cellular aromatic compound metabolic process//macromolecule metabolic process//cellular macromolecule metabolic process//cellular metabolic process//heterocycle metabolic process,GO:0044424//GO:0005623//GO:0005622//GO:0005575//GO:0044464//GO:0005737,intracellular part//cell//intracellular//cellular_component//cell part//cytoplasm,GO:0003674//GO:0003677//GO:0003676//GO:1901363//GO:0097159//GO:0005488,molecular_function//DNA binding//nucleic acid binding//heterocyclic compound binding//organic cyclic compound binding//binding,"K10748 DNA replication terminus site-binding protein | (RefSeq) tus; inhibitor of replication at Ter, DNA-binding protein",http://www.genome.jp/dbget-bin/www_bget?eco:b1610,inhibitor of replication at Ter%2C DNA-binding protein,-22.181761247291764,1375.0,728.0,2103.0
